"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count	Population	Crude Rate
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2005"	"2005"	"Female"	"F"	956	6405053	14.9
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2005"	"2005"	"Male"	"M"	1347	6044937	22.3
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2006"	"2006"	"Female"	"F"	1022	6429312	15.9
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2006"	"2006"	"Male"	"M"	1506	6081497	24.8
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2007"	"2007"	"Female"	"F"	928	6452087	14.4
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2007"	"2007"	"Male"	"M"	1573	6111850	25.7
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2008"	"2008"	"Female"	"F"	1034	6473295	16.0
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2008"	"2008"	"Male"	"M"	1630	6138990	26.6
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2009"	"2009"	"Female"	"F"	1018	6497024	15.7
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2009"	"2009"	"Male"	"M"	1563	6169834	25.3
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2010"	"2010"	"Female"	"F"	976	6515318	15.0
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2010"	"2010"	"Male"	"M"	1591	6196088	25.7
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2011"	"2011"	"Female"	"F"	955	6528781	14.6
	"Kidney and Renal Pelvis"	"29020"	"Pennsylvania"	"42"	"2011"	"2011"	"Male"	"M"	1632	6218271	26.2
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2002"	"2002"	"Female"	"F"	73	553090	13.2
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2002"	"2002"	"Male"	"M"	118	512905	23.0
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2003"	"2003"	"Female"	"F"	67	555590	12.1
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2003"	"2003"	"Male"	"M"	101	515752	19.6
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	99	556375	17.8
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2004"	"2004"	"Male"	"M"	126	518204	24.3
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	69	552832	12.5
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2005"	"2005"	"Male"	"M"	113	515084	21.9
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	80	550134	14.5
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2006"	"2006"	"Male"	"M"	109	512962	21.2
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	84	546859	15.4
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	135	510456	26.4
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	80	545412	14.7
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2008"	"2008"	"Male"	"M"	135	509591	26.5
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	68	544764	12.5
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	143	508882	28.1
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	74	544718	13.6
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	124	509276	24.3
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	69	544091	12.7
	"Kidney and Renal Pelvis"	"29020"	"Rhode Island"	"44"	"2011"	"2011"	"Male"	"M"	128	509738	25.1
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2002"	"2002"	"Female"	"F"	224	2111069	10.6
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2002"	"2002"	"Male"	"M"	403	1996726	20.2
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2003"	"2003"	"Female"	"F"	255	2133967	11.9
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2003"	"2003"	"Male"	"M"	362	2016330	18.0
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2004"	"2004"	"Female"	"F"	254	2162305	11.7
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	352	2048616	17.2
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	276	2192345	12.6
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2005"	"2005"	"Male"	"M"	394	2077805	19.0
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2006"	"2006"	"Female"	"F"	301	2237655	13.5
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	445	2120192	21.0
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2007"	"2007"	"Female"	"F"	311	2280792	13.6
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	467	2163318	21.6
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2008"	"2008"	"Female"	"F"	303	2325047	13.0
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	489	2203949	22.2
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2009"	"2009"	"Female"	"F"	265	2357030	11.2
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	454	2232842	20.3
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2010"	"2010"	"Female"	"F"	314	2380930	13.2
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	488	2254916	21.6
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2011"	"2011"	"Female"	"F"	328	2401300	13.7
	"Kidney and Renal Pelvis"	"29020"	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	526	2271355	23.2
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	40	382328	10.5
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2002"	"2002"	"Male"	"M"	72	377692	19.1
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	43	383633	11.2
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2003"	"2003"	"Male"	"M"	63	380096	16.6
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	50	386677	12.9
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2004"	"2004"	"Male"	"M"	76	383719	19.8
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2005"	"2005"	"Female"	"F"	61	389021	15.7
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2005"	"2005"	"Male"	"M"	73	386472	18.9
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2006"	"2006"	"Female"	"F"	48	392420	12.2
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2006"	"2006"	"Male"	"M"	86	390613	22.0
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2007"	"2007"	"Female"	"F"	58	396650	14.6
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2007"	"2007"	"Male"	"M"	75	394973	19.0
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2008"	"2008"	"Female"	"F"	49	400236	12.2
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2008"	"2008"	"Male"	"M"	89	398888	22.3
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2009"	"2009"	"Female"	"F"	46	403198	11.4
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2009"	"2009"	"Male"	"M"	92	403869	22.8
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2010"	"2010"	"Female"	"F"	54	407748	13.2
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2010"	"2010"	"Male"	"M"	95	408445	23.3
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2011"	"2011"	"Female"	"F"	61	410308	14.9
	"Kidney and Renal Pelvis"	"29020"	"South Dakota"	"46"	"2011"	"2011"	"Male"	"M"	82	413432	19.8
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2002"	"2002"	"Female"	"F"	306	2971873	10.3
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2002"	"2002"	"Male"	"M"	425	2824045	15.0
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2003"	"2003"	"Female"	"F"	332	3000983	11.1
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2003"	"2003"	"Male"	"M"	550	2846829	19.3
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2004"	"2004"	"Female"	"F"	345	3027931	11.4
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2004"	"2004"	"Male"	"M"	563	2882878	19.5
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2005"	"2005"	"Female"	"F"	393	3068439	12.8
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2005"	"2005"	"Male"	"M"	639	2922618	21.9
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2006"	"2006"	"Female"	"F"	410	3121455	13.1
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2006"	"2006"	"Male"	"M"	616	2967311	20.8
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2007"	"2007"	"Female"	"F"	428	3162280	13.5
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2007"	"2007"	"Male"	"M"	675	3013447	22.4
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2008"	"2008"	"Female"	"F"	435	3203115	13.6
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2008"	"2008"	"Male"	"M"	702	3044296	23.1
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2009"	"2009"	"Female"	"F"	480	3231769	14.9
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2009"	"2009"	"Male"	"M"	776	3074250	25.2
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2010"	"2010"	"Female"	"F"	470	3257576	14.4
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2010"	"2010"	"Male"	"M"	745	3097942	24.0
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2011"	"2011"	"Female"	"F"	484	3281016	14.8
	"Kidney and Renal Pelvis"	"29020"	"Tennessee"	"47"	"2011"	"2011"	"Male"	"M"	790	3119282	25.3
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2002"	"2002"	"Female"	"F"	1160	10914653	10.6
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2002"	"2002"	"Male"	"M"	1828	10775672	17.0
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2003"	"2003"	"Female"	"F"	1262	11095953	11.4
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2003"	"2003"	"Male"	"M"	1963	10934978	18.0
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2004"	"2004"	"Female"	"F"	1265	11278402	11.2
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2004"	"2004"	"Male"	"M"	2033	11115621	18.3
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2005"	"2005"	"Female"	"F"	1440	11467895	12.6
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2005"	"2005"	"Male"	"M"	2238	11305125	19.8
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2006"	"2006"	"Female"	"F"	1508	11771243	12.8
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2006"	"2006"	"Male"	"M"	2175	11588337	18.8
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2007"	"2007"	"Female"	"F"	1510	12010572	12.6
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2007"	"2007"	"Male"	"M"	2351	11821411	19.9
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2008"	"2008"	"Female"	"F"	1586	12249936	12.9
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2008"	"2008"	"Male"	"M"	2492	12059103	20.7
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2009"	"2009"	"Female"	"F"	1640	12500150	13.1
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2009"	"2009"	"Male"	"M"	2519	12301611	20.5
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2010"	"2010"	"Female"	"F"	1701	12721747	13.4
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2010"	"2010"	"Male"	"M"	2661	12520150	21.3
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2011"	"2011"	"Female"	"F"	1665	12925831	12.9
	"Kidney and Renal Pelvis"	"29020"	"Texas"	"48"	"2011"	"2011"	"Male"	"M"	2743	12719673	21.6
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2002"	"2002"	"Female"	"F"	50	1158853	4.3
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2002"	"2002"	"Male"	"M"	93	1165962	8.0
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2003"	"2003"	"Female"	"F"	70	1175867	6.0
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2003"	"2003"	"Male"	"M"	126	1184270	10.6
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2004"	"2004"	"Female"	"F"	75	1196749	6.3
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2004"	"2004"	"Male"	"M"	118	1204831	9.8
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2005"	"2005"	"Female"	"F"	89	1224741	7.3
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2005"	"2005"	"Male"	"M"	138	1232978	11.2
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2006"	"2006"	"Female"	"F"	90	1257991	7.2
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2006"	"2006"	"Male"	"M"	153	1267516	12.1
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	99	1292672	7.7
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	127	1305074	9.7
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	104	1325631	7.8
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	147	1337398	11.0
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	102	1355509	7.5
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	160	1367912	11.7
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	120	1381267	8.7
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	205	1394146	14.7
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	119	1400748	8.5
	"Kidney and Renal Pelvis"	"29020"	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	206	1414049	14.6
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2002"	"2002"	"Female"	"F"	41	312959	13.1
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2002"	"2002"	"Male"	"M"	50	302483	16.5
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2003"	"2003"	"Female"	"F"	40	314206	12.7
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2003"	"2003"	"Male"	"M"	61	303652	20.1
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2004"	"2004"	"Female"	"F"	34	315080	10.8
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2004"	"2004"	"Male"	"M"	62	304840	20.3
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2005"	"2005"	"Female"	"F"	41	315422	13.0
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2005"	"2005"	"Male"	"M"	56	305793	18.3
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2006"	"2006"	"Female"	"F"	49	316290	15.5
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2006"	"2006"	"Male"	"M"	73	306602	23.8
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2007"	"2007"	"Female"	"F"	47	316538	14.8
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2007"	"2007"	"Male"	"M"	78	306943	25.4
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2008"	"2008"	"Female"	"F"	38	316722	12.0
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2008"	"2008"	"Male"	"M"	69	307429	22.4
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2009"	"2009"	"Female"	"F"	40	317128	12.6
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2009"	"2009"	"Male"	"M"	64	307689	20.8
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2010"	"2010"	"Female"	"F"	45	317623	14.2
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2010"	"2010"	"Male"	"M"	93	308263	30.2
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2011"	"2011"	"Female"	"F"	31	317948	9.8
	"Kidney and Renal Pelvis"	"29020"	"Vermont"	"50"	"2011"	"2011"	"Male"	"M"	75	309249	24.3
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2002"	"2002"	"Female"	"F"	315	3713695	8.5
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2002"	"2002"	"Male"	"M"	510	3573178	14.3
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2003"	"2003"	"Female"	"F"	341	3757780	9.1
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2003"	"2003"	"Male"	"M"	583	3609197	16.2
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2004"	"2004"	"Female"	"F"	387	3814310	10.1
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2004"	"2004"	"Male"	"M"	611	3661265	16.7
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2005"	"2005"	"Female"	"F"	388	3863646	10.0
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2005"	"2005"	"Male"	"M"	662	3713459	17.8
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2006"	"2006"	"Female"	"F"	436	3908475	11.2
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2006"	"2006"	"Male"	"M"	698	3765250	18.5
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2007"	"2007"	"Female"	"F"	436	3947966	11.0
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2007"	"2007"	"Male"	"M"	807	3803034	21.2
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2008"	"2008"	"Female"	"F"	499	3988983	12.5
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2008"	"2008"	"Male"	"M"	722	3844513	18.8
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2009"	"2009"	"Female"	"F"	492	4037895	12.2
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2009"	"2009"	"Male"	"M"	830	3888042	21.3
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2010"	"2010"	"Female"	"F"	445	4085723	10.9
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2010"	"2010"	"Male"	"M"	723	3938281	18.4
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2011"	"2011"	"Female"	"F"	497	4123702	12.1
	"Kidney and Renal Pelvis"	"29020"	"Virginia"	"51"	"2011"	"2011"	"Male"	"M"	798	3978735	20.1
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2002"	"2002"	"Female"	"F"	283	3036742	9.3
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2002"	"2002"	"Male"	"M"	492	3015607	16.3
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2003"	"2003"	"Female"	"F"	324	3065739	10.6
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2003"	"2003"	"Male"	"M"	526	3038376	17.3
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2004"	"2004"	"Female"	"F"	326	3107815	10.5
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2004"	"2004"	"Male"	"M"	577	3070830	18.8
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2005"	"2005"	"Female"	"F"	363	3145396	11.5
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2005"	"2005"	"Male"	"M"	597	3111909	19.2
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2006"	"2006"	"Female"	"F"	391	3200695	12.2
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2006"	"2006"	"Male"	"M"	619	3170058	19.5
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2007"	"2007"	"Female"	"F"	396	3247800	12.2
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2007"	"2007"	"Male"	"M"	668	3213787	20.8
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2008"	"2008"	"Female"	"F"	421	3293162	12.8
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2008"	"2008"	"Male"	"M"	707	3269069	21.6
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2009"	"2009"	"Female"	"F"	414	3343920	12.4
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2009"	"2009"	"Male"	"M"	714	3323506	21.5
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2010"	"2010"	"Female"	"F"	412	3384508	12.2
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2010"	"2010"	"Male"	"M"	729	3358501	21.7
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2011"	"2011"	"Female"	"F"	395	3424466	11.5
	"Kidney and Renal Pelvis"	"29020"	"Washington"	"53"	"2011"	"2011"	"Male"	"M"	769	3403013	22.6
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	120	923841	13.0
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	191	881573	21.7
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	110	925835	11.9
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	178	886460	20.1
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	130	927027	14.0
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	204	889411	22.9
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	162	927690	17.5
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	229	892802	25.6
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	144	930605	15.5
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	231	897307	25.7
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	154	932683	16.5
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2007"	"2007"	"Male"	"M"	230	901369	25.5
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2008"	"2008"	"Female"	"F"	156	934911	16.7
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2008"	"2008"	"Male"	"M"	237	905399	26.2
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2009"	"2009"	"Female"	"F"	169	937434	18.0
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2009"	"2009"	"Male"	"M"	264	910341	29.0
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2010"	"2010"	"Female"	"F"	193	939948	20.5
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2010"	"2010"	"Male"	"M"	243	914317	26.6
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2011"	"2011"	"Female"	"F"	155	940485	16.5
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2011"	"2011"	"Male"	"M"	249	916121	27.2
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2002"	"2002"	"Female"	"F"	309	2751697	11.2
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2002"	"2002"	"Male"	"M"	466	2693465	17.3
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2003"	"2003"	"Female"	"F"	343	2766901	12.4
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2003"	"2003"	"Male"	"M"	519	2712302	19.1
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2004"	"2004"	"Female"	"F"	328	2782678	11.8
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2004"	"2004"	"Male"	"M"	529	2731348	19.4
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2005"	"2005"	"Female"	"F"	330	2797061	11.8
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2005"	"2005"	"Male"	"M"	588	2749105	21.4
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2006"	"2006"	"Female"	"F"	381	2812276	13.5
